Мн забавен :)	5.0
Много забавен филм.	5.0
Филма е супер!	5.0
Супер е!	5.0
Приятно филмче за феновете на Джони Деп :)	5.0
Страхотно забавен филм	5.0
Уникален,забавен,жесток!!!	5.0
5-ца му е малко на филма	5.0
Наистина много добър и разтоварващ филм :)	5.0
Доста cheesy. Не е много добър, но има забавни моменти.	3.0
Страхотен и различен!	5.0
Сюжета и актьорската игра са уникални, но действието се развива твърде монотонно.	4.0
Chudesen !!!!	5.0
Най тъпия филм който съм гледал	1.0
Добре беше филмчето. Посмяхме се	5.0
Прекрасен английски хумор. Много смях. Прекрасни актьори и филм!! Препоръчвам!	5.0
Забавен тънък английски хумор :) Джони Деп отново размазва.	4.0
Не си заслужава.	1.0
хубав филм, на моменти муден, но като цяло забавен	4.0
Филма беше яко	4.0
Много приятен и забавен филм! Джони Деп е на позната висота!!!	5.0
Много готин филм!	5.0
Готино филмче, Джони Деп както винаги разбива!	5.0
Няма такъв филм!	5.0
Супер забавен филм с великолепна актьорска игра!	5.0
5* са малко за този филм. :)	5.0
Приятен и малко по-различен филм. Джони Деп страхотен както винаги. Заслужава си	4.0
Забавен и приятен филм. Нищо ново като сюжет, Джони Деп играе Джони Деп.	3.5
Най-екзотичният хотел Мариголд 2	0.0	http://www.cinexio.com/sofia/movie/21951	http://www.imdb.com/title/tt2555736/	6.9
0
Досието Петров	5.0	http://www.cinexio.com/sofia/movie/23745	null	null
0
Героичната шесторка	4.7	http://www.cinexio.com/sofia/movie/19542	http://www.imdb.com/title/tt2245084/	8.0
82
Страхотен! Много свеж и забавен!	5.0
Многоо сладък и смешен филм :)))	5.0
Забавен и смислен. Препоръчвам.	5.0
Strahotno filmche!!! Mnogo pozitivno i zarejdashto :)	5.0
хубаво филмче	4.0
Добре е,на детето му хареса!	5.0
Супер!	5.0
Много готино филмче, което за пореден път доказва , че най- добрите филми през последните години са детските.	5.0
Прекрасен филм ! :)	5.0
Една от няй-добрите анимации. :)	5.0
Много ни хареса, чак не очаквахме да е толкова готин	5.0
става,добър е	5.0
много сладък филм!	5.0
Супер филмче, много ни зарадва :)	5.0
Много як :)	4.5
Разкошна анимация !!!	5.0
Забавен и приятен за гледане!	5.0
ВЕЛИК,ВЕЛИК,ВЕЛИК!	5.0
Много забавен и приятен за гледане. Приятелката ви ще го хареса :))	5.0
Не бях подготвен за точно това, но ми хареса много.	5.0
Много забавен, струва си да се гледа.	5.0
Яко	5.0
Strahoten film	5.0
Мн добро фимче !!!	5.0
Стрaхотно филмче, смешно и рaзпускaщо. :)	4.5
Мега як... Да се гледа!	5.0
Страхотен и забавен филм. Препоръчвам го за хора които обичат анимациите.	5.0
Best medic ever! :)	5.0
Много готин и смешен филм!	5.0
Направо 10! Уникален!	5.0
Много добро филмче! Силно го препоръчвам на всеки :)	5.0
Забавен филм,заслужава си.	4.0
Има всичко, което може да търси човек в този тип филми.	5.0
хубав	4.0
много яко филмче!	5.0
Забавен	4.0
Детски,поучителен и разтоварващ!	5.0
Филмчето е много поучително!	5.0
Екстра е !	4.5
Жестоко филмче една от най-добрите анимации до сега	5.0
Много сладък !!!	5.0
Хубав филм. Има достатъчно неразгърнат потенциал за поне още едно продължение.	5.0
Страхотен филм. Заслужава си да го гледате.	5.0
ubiistva i narkomani v detski film ... sram i pozor... mnogo qko beshe	5.0
Класически, детски холивудски	4.5
Голям смях. Много готино филмче	4.0
Много ми хареса. А децата бяха възхитени!	5.0
Супер	5.0
Супер филм! забавен, увлекателен, различен	5.0
гледах го 3 пъти и не ми омръзва!!!	5.0
Адски забавно филмче! Страхотно е!	5.0
Филма е страхотен, ще се хареса на малки и големи.	5.0
Супер е	5.0
Много хубаво филмче!	5.0
Супер вдъхновяващ! :)	5.0
Жесток филм!!! Най-хубавата и силна анимация, която съм гледал до сега (след Цар Лъв ). Можеш да плачеш и да се смееш истински!!!	5.0
Много забавен	5.0
супер филм	5.0
Много приятно филмче!	5.0
Невероятен филм. Изключително забавен и поучителен. Interstellar + marvel + the lion king	5.0
Супер е!	5.0
беше весело.Хареса ми :)	4.0
Много як филм	5.0
Филмчето беше страхотно, много хумор и екшън-геройски приключения. Подходящ за всички възрасти :)	4.5
Страхотен филм, заслужава да се види!!!	5.0
Мноого Хубав Филм заслужава си за малки и големи....	5.0
Уникален филм!	5.0
Свежо	5.0
страхотен за цялото семейство.	5.0
Страхотен!!!	5.0
Филма е много готин, ще се харрса на всеки!	5.0
Много яко филмче,заслужава си гледането.	5.0
як филм	5.0
Най-хубавата анимация, която съм гледала! Силно препоръчвам :)	5.0
Страхотен филм за всички възрастови групи !	5.0
Много свежо :)	5.0
Супер готино филмче! Много се накефих :)	5.0
super	5.0
забавен...  точно каквото очаквате от филма,  според трейлъра /но не повече/ :)	4.0
Много забавно филмче. Има го в интернет вече.	5.0
Дръпнах го от Замунда преди десетина дни, мога да кажа само готин като за анимация.	4.0
Уникален!	5.0
Теорията на всичко	4.7	http://www.cinexio.com/sofia/movie/20126	http://www.imdb.com/title/tt2980516/	7.8
95
Просто трябва да се гледа този филм.	5.0
Добър филм.	4.5
Заслужен Оскар.... Много добър филм.	5.0
Филма не е за хора , които не оценяват актьорската игра	4.5
Mnogo dobreeeeeee :)	5.0
Заслужава си да се гледа!	5.0
много хубав	5.0
Страшно разочарован. Живота на един брилянтен физик, разказан, като за 50 годишни лелки. Пълна боза	1.0
Хубав филм!	5.0
Нищо особено.	3.0
Филм изпълнен с послания, докосващ душата и привличащ вниманието на всеки. Невероятна актьорска игра!	5.0
Много добър филм.	5.0
I	5.0
Заслужава си оскарите! Неописуема актьорска игра, невероятен филм, гледайте го!	5.0
Чудесен филм!	4.5
приятно филмче, но нищо кой знае какво	3.0
Пленяващ	5.0
Невероятна история!	5.0
Невероятен филм и заслужен оскар!	5.0
Филм на годината!	5.0
Задължително го гледайте!!Прекрасен филм!!! Великолепен Еди Редмейн-заслужава Оскар за тази роля!!!	5.0
Хубав, тежък филм!	5.0
Хубав филм!	4.5
Strahoten!	5.0
Един прекрасен филм! Струва си да се гледа!	5.0
ФИЛМЪТ Е НЕВЕРОЯТЕН.ЗАДЪЛЖИТЕЛНО ТРЯБВА ДА СЕ ГЛЕДА.	5.0
Прекрасен филм и невероятен Еди!	5.0
Много хубав филм, разплака ме на два пъти, тъжен и смислен..	5.0
Страхотна актьорска игра! Филмът е много добър	5.0
Уникален филм!	5.0
Тежък филм! Хареса ми.	5.0
Уникален филм, трябва да се гледа. Една моя приятелка много рева :)	5.0
Уникален! Заслужава си гледането :)	5.0
Гениална главна роля, сценария нещо малко не ми допадна, но с такъв актьор, всичко се преглъща. ;)	5.0
Филма е много силен. Разказва се истинска история, всички трудности на живота. Препоръчвам горещо!	5.0
Jestok fium triabva da se gleda	5.0
Страхотен филм!	5.0
добър филм	5.0
Добра актьорска игра, но слаб сценарий.	3.0
Уникален!	4.5
Страхотен филм !	5.0
Много добър филм и много добра игра на актьорите!	5.0
Изключителен!	5.0
Трябва да се гледа!	5.0
Радвам се, че вече има готини нови актъори с невероятно успешни роли Много Въздействащ Много Добър Уникален Фил	5.0
Въздействаща история, силна игра Еди Редмайн.	5.0
Великолепна игра на Еди Редмайн :).	4.0
много добър филм :)	5.0
Уникален филм	5.0
Уникален!!!	5.0
Просто невероятен....	5.0
Mnogo emocionalen, strahotna mujka rolq, zaslujava si da se gleda.	5.0
Невероятна мъжка роля! 5/5	5.0
Силен, емоционален, драматичен. Невероятна актьорска игра, затрогващ сюжет.	5.0
Много добър	5.0
Amazing! Deeply human and truly a movie with capital M! Great acting!	5.0
Чудесен.	4.0
Super e. Zaslujava si	5.0
Много силен филм!	4.5
Prekrasen!!!	4.0
unikalen!	5.0
Нямам думи, меко казано велик..	5.0
Много силен	5.0
Невероятна история .Филма ми хареса.Интересен и показва как човек не трябва да се отказва никога!заслужава си да се гледа	4.5
Хубав филм	5.0
Един от най-добрите филми в последните години. Още повече подсилва това фактът, че историята е напълно реална. Гледайте го.	5.0
Интересен, но много тъжен филм. Препоръчвам !	5.0
Страхотен филм!	5.0
Непременно трябва да се гледа!	5.0
Страхотен замисъл, сравнително слаба реализация! Все пак добър и смислен!	4.0
Заслужени 5 *****!!!!!	5.0
Невероятен филм! С послание!!! Докато има живот, има и надежда! Много плаках и от щастие и от мъка...	5.0
Прекрасен филм за силата на човешкия дух! И брилиантна актьорска игра!	5.0
Интересен е.	4.0
уникален!Главният актьор прави уникална роля	5.0
Прекрасен филм!	5.0
Уникален биографичен филм за Стивън Хокинг. Горещо го препоръчвам!	5.0
Tolkova ne sum plakal na nikoi film	5.0
Страхотен филм! Препоръчвам го!	5.0
Не е за всеки, но си заслужава!	5.0
Наистина стойностен филм!	5.0
Наистина трябва да се гледа!	4.5
Изключителен!	5.0
Bravo!	5.0
Уникален филм, показващ, че човек има безграничната сила да,се развива, въпреки всичко!	5.0
Уникален филм!!!	5.0
Невероятна история! Филм, който ни показва историята на голямия Стивън Хохинг.  Увличащ, емоционален, истински!	5.0
Много силен сюжет	4.0
Страхотен филм! Препоръчвам го горещо!	5.0
Невероятен!	5.0
Страхотен филм.	5.0
I love Stephen Hoking.The film is good.Put more physics!!!!	5.0
Изключителен!!!	5.0
Изключителен!!!	5.0
Много хубав филм	5.0
Дякон Левски - 2 част	2.7	http://www.cinexio.com/sofia/movie/23750	http://www.imdb.com/title/tt3917044/	4.7
2
Много ефекти,малко история!	3.0
Страхотен филм! Жалко, че публиката му не го заслужава... неуместно държание!	5.0
Дякон Левски - 1 част	2.7	http://www.cinexio.com/sofia/movie/23749	http://www.imdb.com/title/tt3917044/	4.7
0
"Кум под наем" ООД	4.7	http://www.cinexio.com/sofia/movie/20124	http://www.imdb.com/title/tt0884732/	6.9
159
СМЯХ!	5.0
Супер. Много смях...	5.0
Супер комедийка.	4.5
Комедията е чудесна, превивахме се от смях плез повечето време (:	5.0
Супер свеж и забавен филм, трябва да се гледа!	5.0
Най- уникалният филм, който сме гледали в последно време!!!	5.0
Страхотен е :)	5.0
страхотена комедия! Препоръчвам я!!!	4.5
Страхотна комедия, отдавна не се бях смял така!	5.0
Страхотна комедия!!	5.0
Забавно филмче	5.0
Много забавна комедия	5.0
Много свеж	5.0
Готина комедия	4.0
Страхотен :))	5.0
Яко забавен и разпускащ филм без вулгарен хумор, който напоследък е обзел всички комедии. Пак бих го гледал! :)	4.5
Много смях! Една от най - добрите комедии напоследък!	5.0
много ми хареса.супер разтоварващо и забавно филмче.имсше доста сполучливи майтапи.	4.5
Приятна комедия с многопо-малко американски тъпизми от обикновено.	3.0
Може да се гледа и втори път	3.0
Уникален!!!!	5.0
Много добра комедия и смях до скъсване. :D	5.0
Това беше един от най-яките филми!!!	5.0
Супер. Много смях! !!	5.0
Много смях, филмът си заслужава!	5.0
Страхотна комедия !!!	5.0
Хубав филм!	4.5
Уникален !!! Мн смях !!! Горещо препоръчвам на вс	5.0
Смях се от сърце !!!	5.0
Супер филм	5.0
Определено няма да има по-малко от 5 звезди.Задължително на голям екран	5.0
Много забавен!	5.0
С изключение на някои преувеличени моменти е доста симпатичен.	3.5
Забавен, свеж и разтоварващ.	5.0
много смях	5.0
страхотен филм	5.0
Suprer film	5.0
Страхотен!	5.0
Много свежо филмче! Цялата зала се смя много!	4.0
Кевин Хард. Няма какво повече да се каже филма е един път	5.0
Супер филм!!!Прекрасна комедия!!!	5.0
Забавен и неангажиращ! Идеален за вечер, в която няма какво да правите ;)	5.0
Супер забавен!!!	5.0
Филмът е топ! Гледайте го с компания идиоти :)	5.0
Много забавно филмче!:)	5.0
Много бешееее добреее :)))	5.0
Unikalen film	5.0
Много разтоварващ филм. Отдавна не се бях смяла така на комедия	5.0
Много смях! Доста свежо филмче, препоръчвам.	5.0
Забавен филм. Разпускащ :)	4.0
Много забавен и супер разтоварващ!!!! ☺	4.0
уникален	5.0
Xaxax	5.0
super beshe!	5.0
Стрaхотен филм, особено кaто се имa предвид колко рядко вече се прaвят хубaви комедии. Много зaбaвен и рaзтовaрвaщ	5.0
Доста забавен филм.	5.0
Много забавен!!! Гледайте го :)	5.0
Разтоварващ филм	5.0
Страхотен !	5.0
Ето това е комедия !!!	5.0
в интерес на истината очаквах повече не е като ергенски запой ама пак става.	4.0
Заслужава си! Препоръчвам!!!	5.0
Най-забавния и разпускащ филм от доста време насам!!!  10+	5.0
Страхотна комедия!	5.0
Много смях в залата!!!	5.0
Много забавен!	4.5
Много смешен, не очаквах да е толкова добър! Идеален за разтоварване.	3.5
Голям смях,готини артисти!	5.0
Super film!	5.0
Не помня от кога не съм се смял така	5.0
Заслужава си!	5.0
Уникална комедия!!! Много смях!	5.0
Много смях!!!	5.0
Страхотен филм:)))	5.0
Як филм! Кевин Харт е брутален!	4.5
Много добра комедия! :-)	5.0
Qk smqh	5.0
Много смях мнооооогооо	5.0
Сцепихме се от хилене :D	5.0
страшен филм	5.0
Една от най-добрите комедии в последно време !	5.0
уникат!	5.0
Много добър! Определено доста се смях.	5.0
много смях отдавна не съм гледал такава комедия 6+	5.0
страхотна комедия.	5.0
Филма е страхотен!	5.0
Готино беше филмчето	4.5
edna ot nai-dobrite komedii koito sum gledal :) silno preporuchvam	5.0
много смях	4.0
Доста забавен :-)	5.0
Много смях !	5.0
Много забавен филм!!!!!	5.0
Поредната уникална комедия с Кевин Харт!Истински се забавлях от началото до края!! :))	5.0
Много смях!!!	5.0
Много хубава комедия!!!	5.0
Невероятен !!!	5.0
Много добър!	5.0
Уникален!!!	5.0
Приятно филмче!	4.0
Уникална комедия! Препоръчвам я на всеки! Разтоварящ и лежерен. Много смях!	5.0
Неочаквано добро!	5.0
Много забавен,рядко се среща толкова добра комедия.	5.0
Много готин филм, смях от началото до края.	5.0
Смехът е здраве	5.0
Много свеж и забавен филм. Може би най-яката комедия за последната година.	5.0
Бива го но съм гледал и по-добри комедий	3.5
Не се бях смял така от години :-) !!!!	5.0
5/5!	5.0
Страхотен филм!!! Определено си заслужава да се види!	5.0
!!!!	5.0
Забавлявах се истински!	5.0
Много забавен филм. Голям смях	5.0
best movie ever!!!	5.0
Мнооого смях	5.0
Супер комедия ! Кевин Харт размазва !	5.0
Има хумор,история и хубав край.Забавлявах се от сърце.	5.0
zaslujava si!!	5.0
Уникален! Не просто поредната комедия, а разцепваща от смях! Гледай 100% смях :)	5.0
Уникален е филма...много е забавен!	5.0
MEGA QKKK	5.0
Хубава,забавна комедия!	5.0
много свежа комудия :)	5.0
Жесток е! Ревали сме от смях.	5.0
Забавен. С много ценни моменти. Заслужава си гледането.	5.0
Mn smeshen :)	5.0
Много готино филмче	5.0
смешен е ...	3.0
Страхотен филм!	5.0
Супер беше, заслужава си!	5.0
Много смях .. забавен е :)	5.0
Чудесна комедия! Непременно трябва да се гледа!	5.0
Много забавен!	5.0
Много добър филм! Доста смях имаше. Заслужава си да го гледате!	5.0
Комедията е брутална. Заслужава си парите!	5.0
Задължително да се гледа.	5.0
Просто уникален!! :)	5.0
Свеж и забавен! Идеално средство за разпускане	5.0
Много забавен ;) неочаквано добър	5.0
Страхотен филм! Гледайте го, струва си!!!	5.0
Забавен :)	3.5
мног малко смях.	2.0
Много хубав филм. Голям смях падна :)	4.5
Доста забавен :)	5.0
Отдавна не бях гледала толкова хубава комедия на кино. Препоръчвам я.	4.5
Нищо особено.	2.5
Веселяшки филм. Идеален за разпускане :)	4.5
става	5.0
Много приятен. Препоръчвам да се гледа.	5.0
Хареса ми :))))	4.0
Отдавна не се бях смял така	5.0
Готина комедия :)	5.0
Голяма комедия!!!!! Така хубаво се посмяхме! Липсваше ми такъв филм! :-)	5.0
Най-страхотната комедия от доста време. Гледайте го.	5.0
Имаше си своите своите забавни моменти, хареса ми! Препоръчвам го, защото си заслужава!	5.0
Мегасмях!	5.0
Супер забавна комедия :)	5.0
Страшен! :))	5.0
Мисля, че не съм гледала по - забавен филм! Уникална комедия, препоръчвам я горещо на всеки :)	5.0
Много Забавен филм !	5.0
Бамзе и градът на крадците	5.0	http://www.cinexio.com/sofia/movie/23933	http://www.imdb.com/title/tt3129656/	6.3
1
!!!!!	5.0
Игра на кодове	4.7	http://www.cinexio.com/sofia/movie/19105	http://www.imdb.com/title/tt2084970/	8.2
254
Добър филм.	4.5
Прекрасен филм. Залужава си.	5.0
Добър филм, не случайно взе и Оскар. Заслужава си гледането.	5.0
Филма е страхотен.	5.0
Страхотен!	5.0
Уникален !	5.0
Велик!!!	5.0
Невероятен и завладяващ филм!	5.0
Изключителен филм!!!Впечатляваща история!!А Бенедикт е невероятен в тази роля!!Задължително го гледайте!!!	5.0
Много добър филм с прекрасен Бенедикт	5.0
Иключителен! Великолепна актьорска игра на Бенедикт Къмбърбач! Задължително трябва да се гледа!	5.0
Добър е!!!!!	5.0
Много добър,добра игра от актьорите,внимание към детайлите в сюжета,който е леко исторически неточен ,но интригуващ.	4.5
Страхотна история и актьорска игра!	4.0
Уникален филм! Уникална история! Преживяване, което всеки трябва да изпита :) Силно препоръчвам!	5.0
Изключителен!	5.0
Страхотен! Не го пропускайте!	5.0
Много добър филм!	5.0
Много добър!	5.0
Страхотен филм !	5.0
Два пъти го гледах и двата пъри останах смаяна! Прекрасен филм!	5.0
Шедьовър просто.	5.0
Много добър сценарий и страхотна актьорска игра	5.0
Много добър	5.0
Сюжета не беше динамичен и интригуващ, поне за мен. Стойността на филма се покачи с фактологията в самия му край.	4.0
Доста интересна история.	4.0
Абсолютен! Когато говорим за "перфектния актьор за тази роля"...	5.0
Много силен!	5.0
Брилянтен филм заслужаващ Оскар!!!	5.0
Нямам думи	5.0
Уникаален Филм Невероятна Актъорска игра, Бих Го Гледал още два пъти СУПЕЕЕРРР	5.0
Невероятен филм	5.0
Препоръчвам	5.0
Уникален филм	5.0
Уникален!!!! Който казва, че не става или е хомофобски и т.н. , не разбира нито от сюжета, нито от филми като цяло!	5.0
Страхотна актьорска игра, най-после развенчана конспиративна теория. Браво!	5.0
Интересен, заслужава си!	4.5
Страхотен!	5.0
Страхотен филм, от типа филми, след които те е яд, че са свършили и искаш още.	5.0
Филмът е добър!	4.0
Изключителен филм, aдски стойностен.	5.0
Уникална актьорска игра! Един от най-добрите филми за годината !	5.0
Добър е!!!	5.0
прилично е филмчето	3.5
Хомофобски филм	0.5
Страхотен филм! Заслужава си!	5.0
Много хубав филм, заслужава си!	4.5
Заслужава си! Филм, от който можеш да научиш нещо, с не поредната боза.	5.0
Хубав филм	4.0
Супер е.	5.0
Интересно и приятно филмче	4.0
много добър филм	5.0
Много добре занет, без излишни сцени, оригинален.	5.0
Страхотен филм.	5.0
Изгубено време	1.0
Хареса ми , препоръчвам	5.0
Филмът е прекрасен, чудесна игра и атмосфера!	5.0
it's OK	3.0
Уникален филм	5.0
Страхотен!	5.0
Не е крайно лош, но не е за кино. Спестите си парите. Англичаните сериозно са решили, че благодарение на тях са спечелили войната.	4.0
Добър филм и отлична актьорска игра	5.0
Филма определено си заслужава.	5.0
Заслужава си!	5.0
Филмът е наистина добър. Заслужава си да се гледа!	5.0
Гениалееееееен!!!!!!	5.0
Уникален филм. Силно препоръчвам :)	5.0
Наистина добър филм.	4.0
уникален!! трябва да се гледа :)	5.0
Много силен филм, с много силно послание.	5.0
Не е кой знае какво	2.0
Добър филм ! :)	3.5
Невероятен!	5.0
strahoten film preporycham	5.0
Уникален!!!	5.0
Отличен! Уникална игра на Къмбърбач!	5.0
хубав и това, че е по действителен случай го прави още пп добър !!	5.0
Хареса ми филмчето, по действителен случай.	5.0
Добър е!	5.0
На мен много ми хареса! Страхотно направен филм и добра актьорска игра!	5.0
Страхотен филм!!! На момичетата с които бях не им хареса много. Затова бих казал да не водите половинките си с вас. Bro before hoe :D	5.0
много добър филм	5.0
Супер филм....	5.0
Филма е с много силно послание! Препоръчвам!	5.0
Много добър! Силно препоръчвам!	5.0
hubav film, no ne e za kino a za Pred televizora	3.5
Много добър	5.0
Феноменален филм! Сценарий, актьорска игра, режисура, музика, всичко! Просто няма слабо звено по веригата!	5.0
Изключително добър филм с невероятна актьорска игра!	5.0
Супер беше!	5.0
strahoten e	4.0
Добър!	5.0
Definitely a movie worth watching. Brilliant acting. Magnificent directing. Breathtaking !	5.0
Заслужава си :)	5.0
Много добър	5.0
Много силен филм, достоен за Оскари! Доста истински въпроси и отговори дава.	5.0
Много ми хареса...	5.0
Много добър. Особено актьорската игра. Дали заслужава оскар? По-скоро не.	4.5
Един много добър филм. Надхвърли очакванията ми, макар те да бяха доста високи. Напоследък излизат малко такива филми, за съжаление.	5.0
Удивителен !!!!!!	5.0
Жесток жесток жесток!	5.0
Добър филм!	5.0
Интересен филм!	4.5
Бенедикт е много голям! Без него фимчето, нямаше да е нищо особено.	4.0
Повърхностна линия с акцент надменност.	3.0
Филмът е невероятен. Въпреки че знам отчасти историята прекарах два час вторачен в екрана. Страхотна актьорска игра!	5.0
Страхотен е!!! ♥	5.0
Уникален филм!	5.0
Много интересен филм!!!	4.5
Добър е	5.0
Страхотен филм! Не бях гледала толкова добър филм отдавна.	4.0
Заслужава си!	5.0
Филм, напълно заслужаващ отделените 120 минути! Препоръчвам горещо!!!	5.0
НЕВЕРОЯТЕН!!!	5.0
Уникален!	5.0
Филм, който си заслужава гледането!	5.0
Надмина очакванията ми много кратно . Заслужава си гледането .	5.0
Много силен филм и отлично изиграна роля.	5.0
Dobyr!!!	5.0
Филмът определено е на много високо ниво,но не заслужава 5 звезди заради прекалено явната гейска прппаганда.	4.0
Повече от очакванията ми!!! Бенедикт е гениален :)	5.0
Филмът е повече от хубав!Препоръчвам...	5.0
Супер!	5.0
Много интересен филм, задължително трябва да се гледа!	5.0
Bravo!!! Mnogo stoinosten film. Kara te da se zamislish.	5.0
Изключително смислен филм!	5.0
Много хубав филм, който изгледах на един дъх, но педерастията ми дойде малко множко.	5.0
Ъхъм	5.0
Филмът е страхотен, заслужава си гледането определено!	5.0
Впечатляващ	5.0
Уникален филм! Трябва да се гледа! Невероятна актьорска игра, свалям им шапка :)	5.0
Много добър филм, каст, сценарий.. Заслужава си!	4.0
Филма е много стойностен, няма какво повече да се каже...	4.0
Много стойностен филм.Трябва да се гледа!	5.0
Съвсем не лош филм. За по-запознатите е малко патетичен, но става и парите Ви няма да са на вятъра.	4.0
Можеби най- добрият филм, който съм гледал в последните години. Брилянтна актьорска игра и перфектна режисура!	5.0
Mnogo dobyr!	5.0
Чудесен филм и актьорска игра!	5.0
Страхотен!	5.0
Прекрасен филм по малко позната история, чудесна актьорска игра. За ценители на киното!	4.5
Добър филм, но не блестящ. Напомня много на Красив Ум. На моменти сюжета доскучава, но играта на Къмбърбач компенсира.	4.0
Прекрасен филм, най-вече стойностна история, която светът трябва да знае.	5.0
Вече рядко правят такива стойностни филми :) препоръчвам!	5.0
Отдавна не бях гледал хубав филм, а този си заслужаваше!	4.5
Много силен филм.	5.0
Много добър филм!	5.0
Страхотен филм! Заслужава си!	5.0
Бенедикт Кънбърбач е роден за такива роли	5.0
Много сериозен и силен филм !	5.0
Изключително онтересна история и великолепна актьорска игра!	5.0
заслужава си.	5.0
Уникален !!!	5.0
Страхотен филм с невероятен каст, заслужава си и последната стотинка!	5.0
Страхотна история, страхотна игра, страхотно кино!	5.0
мн. добър	4.5
смислен филм! само накрая защо наблегнаха на хомосексуалността...	4.0
Най-после нещо смислено. Добър е.	4.5
много добър. по действителен случай.	4.5
Добър е! Заслужава си времето. Очаквах още малко повече, но да не забравяме, че е биографичен.	4.5
Невероятен филм... Разтърсиме наистина. Гледайте го задължително!!!!	5.0
Много добър филм и актьорска игра!	5.0
Много добър!	5.0
Добър филм!	4.0
Много добър!	5.0
Страхотен филм !!! Във филма имаше всичко нужно за да те грабне , да го изгледаш и да останеш удоволетворен .	5.0
Много хубав филм	4.0
Много як и забавен филм :)) Гледахте го няма да съжалявате :)	5.0
Хареса ми...но можеше и още.	4.5
Ebati filma....klasaa..	5.0
Да се гледа!!!	5.0
Беше удоволствие за мен да гледам един различен и стойностен филм!	5.0
Аз спах.	3.0
Страхотен филм, страхотна игра!	5.0
Много добър!	5.0
Уникален филм,уникална актьорска игра.супер интересен.заслужава си да се гледа.Поклон пред това, което е направил Алън Тюринг !	5.0
Strahoten film!	5.0
Много добър филм. Заслужава си.	5.0
Стойностен филм! Силна актьорска игра.	5.0
Изключителен! Да се гледа!	5.0
Филма е по действителен случай и е престъпление да не се гледа от любителите на исторически и биографични филми	5.0
Уникален !!!	5.0
Великолепен филм!	5.0
10 от 10, много добър филм	5.0
Nice !!!!	5.0
Страхотен филм. заслужава си абсолютно.	5.0
Хубав филм заслужава си :)	4.0
очаквано феноменален Бенедикт	4.5
Прекрасна актьорска игра, но филмът е с размита идея. Очаквах много повече, особено след положителните коментари тук.	3.0
Страхотен!	5.0
Уникален филм , заслужава си !!!	5.0
Филм с главно "Ф"!!!	5.0
Страхотен филм	5.0
Зашеметяващ !	5.0
Интересен и малко странен, но истински филм.	5.0
Изключително вдъхновяващ филм!	5.0
Определено невероятен филм	5.0
Прекрaсен филм и oтличнo aктьорство. Много добри послания зад главният сюжет.	5.0
Няма такъв филм......който да ти размърда мозъка така	5.0
Страхотен филм!! Определено си заслужава да се гледа!	5.0
Филмът е хубаво, но очаквах повече!	4.0
Добър филм, който ме разплака накрая ( не е лесно за постигане )	5.0
Страхотен филм!	5.0
Става за гледане, малко е проточен в повече	3.5
Супер филм, страхотни диалози и кастинг. Без клиширани фрази и сцени.	5.0
От "уникалните"! Просто задължителен!	5.0
Бавен, муден и скучен. Единственото е добрата игра на главния герой.	2.0
Страхотен филм!	5.0
Невроятен филм,невероятна актьорска игра на Бенедикт Къмбърбач достойна за няколко Оскара.Заслужава си да се гледа.	5.0
Много хубав филм, много добра актьорска игра, супер английски хумор и диалози.	5.0
Expected more science and less drama. Good overall.	2.0
Strahoten film!! Bazirana na strahotna kniga!	4.5
Невероятен филм! Задължително трябва да се гледа.	5.0
very nice film. Every person should watch it.	5.0
Типичен британски хумор. Страхотни разговори и игра от всички. Заслужава си!	5.0
Добър е филма, може би очаквах малко повече.	4.0
Браво!	5.0
Филма е много хубав, а Камембарч, ли как се казва ще вземе ОСКАР за главна мъжка роля!	5.0
Страхотен!	5.0
Много добър филм, определено има много смисъл в него.	5.0
Не подминавайте този филм. Много е добър и определено тази истинска история изпъква на фона на многото холивудска помия.	5.0
Много добър !	5.0
Истинско бижу !!!	5.0
Уникален. Подобен е на красив ум.P.S. Частта с криптографията е слабозастъпена и не съвсем коректно представена.	5.0
Филмът е истинска наслада за феновете на истинското кино	5.0
Много хубав филм. Невероятна актьорско присъствие и игра.	5.0
Страхотен филм! Накрая само малко приспаха играта...	4.0
Забележителен филм	5.0
Бива.	4.5
Брилянтен филм. Най-доброто нещо, което съм гледал от "Речта на краля" насам.	5.0
Страхотен филм, отлична игра на Къмбърбач. А, и музиката!	5.0
Много добър филм със страхотен диалог !	5.0
Изключително добър филм !	5.0
Много добър филм, заслужава си гледането. Малко ми напомня Красив ум с Ръсел Кроу	5.0
Много добър филм, но определено ми липсваше драмата в него. Историята предполагаше повече тръпка!	3.5
Страхотни сценарии, актьорска игра, режисура и цялостна атмосфера. Изобилие от британски хумор и една забележителна история на гений.	5.0
Уникален филм! Горещо го препоръчвам на всеки	5.0
Уникален филм!Бенедикт играе чудесно!! Препоръчвам	5.0
Жестока игра! Много ми хареса!	5.0
Incredible!!!	4.5
Страхотен!	5.0
Вълнуващ!	4.0
Филма е страхотен!	5.0
Много добър!	5.0
Добър е :-)	5.0
Страхотен!	5.0
Филма си заслужава парите.	5.0
Уникално добър филм!	5.0
Превъзходен и филм, и Бенедикт, и Кийра. Отвсякъде намирисва на Оскари.	5.0
Един от най - хубавите филми, които съм гледала! Невероятна актьорска игра; много въздействащ!	5.0
Определено си заслужява.	5.0
